"Domaine","Table","Attribut","Type"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_detailarretestock","valorise_au","character varying"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_detailarretestock","id_arretestock","character varying"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_detailarretestock","id_article","character varying"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_detailarretestock","id_creeparsysteme","character varying"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_detailarretestock","id_modifieparsysteme","character varying"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_detailarretestock","id_uniteachat","character varying"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_detailarretestock","id_unitegestion","character varying"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_detailaxeecritureanalytique","id_detailaxeecritureanalytique","character varying"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_detailaxeecritureanalytique","code_axe","character varying"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_detailaxeecritureanalytique","date_creation_systeme","timestamp without time zone"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_detailaxeecritureanalytique","date_fin_validite","timestamp without time zone"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_detailaxeecritureanalytique","date_modification_systeme","timestamp without time zone"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_detailaxeecritureanalytique","libelle_axe","character varying"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_detailaxeecritureanalytique","intitule_compte_analytique","character varying"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_detailaxeecritureanalytique","montant_reparti","numeric"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_detailaxeecritureanalytique","code_compte_analytiqu","character varying"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_detailaxeecritureanalytique","sens","character varying"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_detailaxeecritureanalytique","id_axeanalytique","character varying"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_detailaxeecritureanalytique","id_clerepartition","character varying"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_detailaxeecritureanalytique","id_compteanalytique","character varying"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_detailaxeecritureanalytique","id_creeparsysteme","character varying"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_detailaxeecritureanalytique","id_ecritureanalytique","character varying"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_detailaxeecritureanalytique","id_ligneecriture","character varying"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_detailaxeecritureanalytique","id_modifieparsysteme","character varying"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_detailbalancecompte","id_detailbalancecompte","character varying"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_detailbalancecompte","date_creation_systeme","timestamp without time zone"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_detailbalancecompte","date_fin_validite","timestamp without time zone"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_detailbalancecompte","date_modification_systeme","timestamp without time zone"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_detailbalancecompte","id_balancecompte","character varying"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_detailbalancecompte","id_creeparsysteme","character varying"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_detailbalancecompte","id_modifieparsysteme","character varying"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_detailbalancecompte","id_plancomptable","character varying"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_detailbalancecompte","id_plancomptablegeneral","character varying"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_detailbalancecomptedevise","id_detailbalancecomptedevise","character varying"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_detailbalancecomptedevise","date_creation_systeme","timestamp without time zone"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_detailbalancecomptedevise","date_fin_validite","timestamp without time zone"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_detailbalancecomptedevise","date_modification_systeme","timestamp without time zone"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_detailbalancecomptedevise","mouvement_sur_la_periode_en_credit","numeric"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_detailbalancecomptedevise","mouvement_sur_la_periode_en_debit","numeric"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_detailbalancecomptedevise","solde_annee_precedente_en_credit","numeric"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_detailbalancecomptedevise","solde_annee_precedente_en_debit","numeric"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_detailbalancecomptedevise","solde_de_debut_de_periode_en_credit","numeric"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_detailbalancecomptedevise","solde_de_debut_de_periode_en_debit","numeric"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_detailbalancecomptedevise","solde_de_fin_de_periode_en_credit","numeric"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_detailbalancecomptedevise","solde_de_fin_de_periode_en_debit","numeric"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_detailbalancecomptedevise","solde_sur_la_periode_en_credit","numeric"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_detailbalancecomptedevise","solde_sur_la_periode_en_debit","numeric"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_detailbalancecomptedevise","id_creeparsysteme","character varying"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_detailbalancecomptedevise","id_detailbalancecompte","character varying"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_detailbalancecomptedevise","id_devise","character varying"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_detailbalancecomptedevise","id_modifieparsysteme","character varying"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_detailbudget","id_detailbudget","character varying"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_detailbudget","date_creation_systeme","timestamp without time zone"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_detailbudget","date_de_debut","date"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_detailbudget","date_de_fin","date"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_detailbudget","date_fin_validite","timestamp without time zone"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_detailbudget","date_modification_systeme","timestamp without time zone"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_detailbudget","derniere_actualisation","date"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_detailbudget","montant_budgetise","numeric"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_detailbudget","montant_ecart","numeric"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_detailbudget","montant_reel","numeric"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_detailbudget","montant_reel_ajuste","numeric"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_detailbudget","niveau","integer"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_detailbudget","ordre","integer"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_detailbudget","rupture","character varying"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_detailbudget","id_budget","character varying"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_detailbudget","id_creeparsysteme","character varying"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_detailbudget","id_modifieparsysteme","character varying"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_detailbudget","id_plancomptablecomposant","character varying"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_detailbudget","id_plancomptablecompose","character varying"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_detailexplorateurliasse","id_detailexplorateurliasse","character varying"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_detailexplorateurliasse","date_creation_systeme","timestamp without time zone"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_detailexplorateurliasse","date_fin_validite","timestamp without time zone"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_detailexplorateurliasse","date_modification_systeme","timestamp without time zone"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_detailexplorateurliasse","niveau","integer"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_detailexplorateurliasse","ordre","integer"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_detailexplorateurliasse","publication_du_soustotal","character varying"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_detailexplorateurliasse","rupture","character varying"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_detailexplorateurliasse","total_credit_de_la_balance","numeric"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_detailexplorateurliasse","total_credit_balance_annee_precedente","numeric"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_detailexplorateurliasse","total_debit_de_la_balance","numeric"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_detailexplorateurliasse","total_debit_balance_annee_precedente","numeric"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_detailexplorateurliasse","id_creeparsysteme","character varying"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_detailexplorateurliasse","id_detailexplorateurliassepere","character varying"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_detailexplorateurliasse","id_devise","character varying"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_detailexplorateurliasse","id_explorateurliasse","character varying"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_detailexplorateurliasse","id_modifieparsysteme","character varying"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_detailexplorateurliasse","id_plancomptablecomposant","character varying"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_detailexplorateurliasse","id_plancomptablecompose","character varying"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_detailexplorateurliasse","id_rubriqueformulaire","character varying"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_detailexplorateurliasse","id_rubriqueformulaireanprec","character varying"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_detailsuivitresorerie","id_detailsuivitresorerie","character varying"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_detailsuivitresorerie","code_du_journal","character varying"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_detailsuivitresorerie","date_comptable","date"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_detailsuivitresorerie","date_creation_systeme","timestamp without time zone"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_detailsuivitresorerie","date_d_echeance","date"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_detailsuivitresorerie","date_fin_validite","timestamp without time zone"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_detailsuivitresorerie","date_modification_systeme","timestamp without time zone"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_detailsuivitresorerie","etablissement","character varying"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_detailsuivitresorerie","montant_credit","numeric"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_detailsuivitresorerie","montant_debit","numeric"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_detailsuivitresorerie","reference_du_document","character varying"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_detailsuivitresorerie","type_du_document","character varying"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_detailsuivitresorerie","id_calculsuivitresorerie","character varying"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_detailsuivitresorerie","id_compte","character varying"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_detailsuivitresorerie","id_comptecollectif","character varying"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_detailsuivitresorerie","id_comptecontrepartie","character varying"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_detailsuivitresorerie","id_creeparsysteme","character varying"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_detailsuivitresorerie","iddocument","character varying"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_detailsuivitresorerie","id_modereglement","character varying"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_detailsuivitresorerie","id_modifieparsysteme","character varying"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_detailsuivitresorerie","id_rubriquesuivitresorerie","character varying"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_ecriture","id_ecriture","character varying"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_ecriture","annee","integer"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_ecriture","code_du_modele","character varying"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_ecriture","commentaire","character varying"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_ecriture","date_comptable","date"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_ecriture","date_creation_systeme","timestamp without time zone"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_ecriture","date_de_passage_a_definitive","date"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_ecriture","date_document","date"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_ecriture","date_fin_validite","timestamp without time zone"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_ecriture","date_modification_systeme","timestamp without time zone"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_ecriture","etat","character varying"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_ecriture","libelle_du_modele","character varying"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_ecriture","libelle_ecriture","character varying"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_ecriture","mois","integer"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_ecriture","montant","numeric"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_ecriture","montant_en_devise_societe","numeric"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_ecriture","numero","character varying"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_ecriture","origine","character varying"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_ecriture","reference","character varying"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_ecriture","type","character varying"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_ecriture","id_abonnement","character varying"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_ecriture","id_creeparsysteme","character varying"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_ecriture","id_devise","character varying"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_ecriture","id_ecritureorigine","character varying"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_ecriture","id_entiteorigine","character varying"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_ecriture","id_etablissement","character varying"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_ecriture","id_exercice","character varying"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_ecriture","id_exerciceecriturecloture","character varying"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_ecriture","id_exerciceecritureouverture","character varying"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_ecriture","id_exerciceecritureresultat","character varying"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_ecriture","idinstanceentiteorigine","character varying"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_ecriture","id_journal","character varying"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_ecriture","id_modifieparsysteme","character varying"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_ecriture","id_natureecriture","character varying"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_ecriture","id_tauxdevise","character varying"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_ecritureanalytique","id_ecritureanalytique","character varying"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_ecritureanalytique","annee","integer"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_ecritureanalytique","commentaire","character varying"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_ecritureanalytique","credit","numeric"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_ecritureanalytique","date_comptable","date"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_ecritureanalytique","date_creation_systeme","timestamp without time zone"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_ecritureanalytique","date_de_passage_a_definitive","date"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_ecritureanalytique","date_document","date"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_ecritureanalytique","date_fin_validite","timestamp without time zone"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_ecritureanalytique","date_modification_systeme","timestamp without time zone"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_ecritureanalytique","debit","numeric"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_ecritureanalytique","etat","character varying"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_ecritureanalytique","libelle_ecriture_analytique","character varying"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_ecritureanalytique","mois","integer"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_ecritureanalytique","numero","character varying"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_ecritureanalytique","origine","character varying"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_ecritureanalytique","reference","character varying"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_ecritureanalytique","sens","character varying"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_ecritureanalytique","type","character varying"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_ecritureanalytique","id_creeparsysteme","character varying"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_ecritureanalytique","id_etablissement","character varying"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_ecritureanalytique","id_exercice","character varying"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_ecritureanalytique","id_journal","character varying"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_ecritureanalytique","id_ligneecriture","character varying"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_ecritureanalytique","id_modifieparsysteme","character varying"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_ecritureanalytique","id_natureecriture","character varying"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_explorateurliasse","id_explorateurliasse","character varying"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_explorateurliasse","date_creation_systeme","timestamp without time zone"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_explorateurliasse","date_fin_validite","timestamp without time zone"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_explorateurliasse","date_modification_systeme","timestamp without time zone"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_explorateurliasse","demande_le","date"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_explorateurliasse","id_balancecompte","character varying"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_explorateurliasse","id_creeparsysteme","character varying"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_explorateurliasse","id_hierarchiecompte","character varying"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_explorateurliasse","id_modifieparsysteme","character varying"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_explorateurliasse","id_utilisateur","character varying"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_ficheimmobilisation","id_ficheimmobilisation","character varying"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_ficheimmobilisation","amortissement_comptable","numeric"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_ficheimmobilisation","amortissement_fiscal","numeric"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_ficheimmobilisation","cedee_le","date"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_ficheimmobilisation","cloturee_le","date"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_ficheimmobilisation","code_fiche_immobilisation","character varying"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_ficheimmobilisation","commentaire","character varying"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_ficheimmobilisation","cout_direct_attribuable","numeric"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_ficheimmobilisation","creee_le","date"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_ficheimmobilisation","date_creation_systeme","timestamp without time zone"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_ficheimmobilisation","date_d_acquisition","date"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_ficheimmobilisation","date_de_mise_en_service_prevue","date"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_ficheimmobilisation","date_de_mise_en_service_reelle","date"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_ficheimmobilisation","date_fin_validite","timestamp without time zone"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_ficheimmobilisation","date_modification_systeme","timestamp without time zone"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_ficheimmobilisation","depreciee_le","date"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_ficheimmobilisation","duree_d_usage","integer"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_ficheimmobilisation","duree_d_utilisation","integer"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_ficheimmobilisation","etat","character varying"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_ficheimmobilisation","libelle_fiche_immobilisation","character varying"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_ficheimmobilisation","mode_d_amortissement_comptable","character varying"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_ficheimmobilisation","mode_d_amortissement_fiscal","character varying"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_ficheimmobilisation","montant_de_la_depreciation","numeric"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_ficheimmobilisation","montant_de_la_reevaluation","numeric"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_ficheimmobilisation","montant_de_la_reprise","numeric"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_ficheimmobilisation","motif_de_cession","character varying"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_ficheimmobilisation","plus_ou_moins_value","numeric"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_ficheimmobilisation","prix_d_achat","numeric"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_ficheimmobilisation","reevaluee_le","date"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_ficheimmobilisation","reference","character varying"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_ficheimmobilisation","reprise_sur_depreciation_le","date"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_ficheimmobilisation","statut_de_reprise_des_donnees","character varying"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_ficheimmobilisation","type_de_contrat_location","character varying"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_ficheimmobilisation","valeur_d_immobilisation","numeric"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_ficheimmobilisation","valeur_de_cession","numeric"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_ficheimmobilisation","valeur_nette_a_depreciation","numeric"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_ficheimmobilisation","valeur_nette_a_reevaluation","numeric"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_ficheimmobilisation","valeur_nette_a_reprise","numeric"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_ficheimmobilisation","valeur_residuelle_comptable","numeric"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_ficheimmobilisation","id_compteamortissement","character varying"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_ficheimmobilisation","id_comptecession","character varying"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_ficheimmobilisation","id_comptedepreciation","character varying"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_ficheimmobilisation","id_comptedotation","character varying"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_ficheimmobilisation","id_comptefournisseur","character varying"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_ficheimmobilisation","id_compteimmobilisation","character varying"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_ficheimmobilisation","id_comptereprise","character varying"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_ficheimmobilisation","id_creeparsysteme","character varying"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_ficheimmobilisation","id_etablissement","character varying"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_ficheimmobilisation","id_familleimmobilisation","character varying"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_ficheimmobilisation","id_modifieparsysteme","character varying"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_ficheimmobilisation","id_responsableimmobilisation","character varying"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_ficheimmobilisation","id_regroupementcomposant","character varying"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_ligneecriture","id_ligneecriture","character varying"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_ligneecriture","commentaire","character varying"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_ligneecriture","credit","numeric"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_ligneecriture","credit_en_devise_societe","numeric"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_ligneecriture","date_creation_systeme","timestamp without time zone"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_ligneecriture","date_de_lettrage","date"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_ligneecriture","date_de_pointage","date"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_ligneecriture","date_fin_validite","timestamp without time zone"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_ligneecriture","date_modification_systeme","timestamp without time zone"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_ligneecriture","dotation_fiscale_reelle","numeric"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_ligneecriture","debit","numeric"
"TARRERIAS_GENERALE_DE_DECOUPAGE_Finances","f_ligneecriture","debit_en_devise_societe","numeric"
